address,city,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
1219 Williams Street ,Atlanta,Atlanta Brewing Company ,GA,MicroBrewery,-84.390109,33.787922,30309,2005,2005,131210005001083,13121000500
"848 Peachtree Street, NE ",Atlanta,Gordon Biersch Brewery Restaurant ,GA,BrewPub,-84.384799,33.777841,30308,2005,2005,131210012021016,13121001202
"848 Peachtree St., NE ",Atlanta,Gordon Biersch Brewery Restaurant ,GA,BrewPub,-84.3840531842,33.7777672839,30308,2006,2015,131210012021017,13121001202
320 Peachtree Street ,Atlanta,Max Lager's American Grill & Brewery ,GA,BrewPub,-84.387035,33.763337,30308,2005,2005,131210019002047,13121001900
320 Peachtree St. ,Atlanta,Max Lager's American Grill & Brewery ,GA,BrewPub,-84.3858779048,33.7638901497,30308,2006,2015,131210019002040,13121001900
9340 The Landing Drive ,Douglasville,Hops Restaurant and Brewery ,GA,BrewPub,-84.7377596,33.7292288,30135,2005,2005,130970805081002,13097080508
9340 The Landing Dr. ,Douglasville,Hops Restaurant and Brewery ,GA,BrewPub,-84.7382354736,33.7293009119,30135,2006,2008,130970805081002,13097080508
11715 Medlock Bridge Road ,Duluth ,Hops Restaurant and Brewery ,GA,BrewPub,-84.1683371,34.0664304,30097,2005,2005,131210116222003,13121011622
11715 Medlock Bridge Rd. ,Duluth ,Hops Restaurant and Brewery ,GA,BrewPub,-84.1731687713,34.0581212624,30097,2006,2008,131210116222005,13121011622
217 N. Main Street,Greenville,Blue Ridge Brewing Co.,SC,BrewPub,-82.3983779,34.8530553,29601,2005,2005,450450002001006,45045000200
217 N. Main St.,Greenville,Blue Ridge Brewing Co.,SC,BrewPub,-82.3983016631,34.8528674702,29601,2006,2015,450450002001006,45045000200
851 Campbell Street,Myrtle Beach,New South Brewing,SC,MicroBrewery,-78.8870682,33.6972348,29577,2005,2005,450510506002039,45051050600
1109 Campbell St.,Myrtle Beach,New South Brewing,SC,MicroBrewery,-78.888849,33.698178,29577,2013,2015,450510506002019,45051050600
851 Campbell St.,Myrtle Beach,New South Brewing,SC,MicroBrewery,-78.8872976903,33.6970815467,29577,2006,2012,450510506002039,45051050600
4155 Dorchester Rd.,North Charleston,Holy City Brewing,SC,MicroBrewery,-80.002189,32.852785,29405,2012,2012,450190039003003,45019003900
4155-C Dorchester Rd.,North Charleston,Holy City Brewing,SC,MicroBrewery,-80.002189,32.852785,29405,2013,2015,450190039003003,45019003900
289 Huger St. ,Charleston,Palmetto Brewing Company ,SC,MicroBrewery,-79.9457336545,32.8011606299,29403,2006,2015,450190053002003,45019005300
289 Huger Street ,Charleston,Palmetto Brewing Company ,SC,MicroBrewery,-79.9459408,32.8012595,29403,2005,2005,450190053002003,45019005300
161 E. Bay St. ,Charleston,Southend Brewery & Smokehouse ,SC,BrewPub,-79.9273032615,32.778264858,29401,2006,2015,450190002001019,45019000200
161 E. Bay Street ,Charleston,Southend Brewery & Smokehouse ,SC,BrewPub,-79.9272237,32.7785165,29401,2005,2005,450190002001019,45019000200
900 Main St. ,Columbia,Hunter Gatherer Brewery-Alehouse ,SC,BrewPub,-81.0317406424,33.9972843937,29201,2006,2015,450790029002000,45079002900
900 Main Street ,Columbia,Hunter Gatherer Brewery-Alehouse ,SC,BrewPub,-81.0315607,33.9973766,29201,2005,2005,450790029002000,45079002900
186 Fountain St. ,Providence,Trinity Brewhouse & Restaurant,RI,BrewPub,-71.4168467631,41.8219705224,2903,2006,2015,440070008001083,44007000800
186 Fountain Street ,Providence,Trinity Brewhouse & Restaurant,RI,BrewPub,-71.4167863,41.8223627,2903,2005,2005,440070008001079,44007000800
675 Merrimon Ave.,Asheville,Asheville Pizza & Brewing Co.,NC,BrewPub,-82.5544024258,35.6220271098,28804,2006,2015,370210005003021,37021000500
675 Merrimon Avenue,Asheville,Asheville Pizza & Brewing Co.,NC,BrewPub,-82.553603,35.622131,28804,2005,2005,370210005003021,37021000500
95 Patton Avenue,Asheville,Jack of the Wood Public House & Brewery,NC,BrewPub,-82.556224,35.5942891,28801,2005,2005,370210001001029,37021000100
95 Patton Ave.,Asheville,Jack of the Wood Public House & Brewery,NC,BrewPub,-82.5553187245,35.5944696223,28801,2006,2015,370210001001029,37021000100
42 Biltmore Avenue,Asheville,Highland Brewing Co.,NC,MicroBrewery,-82.5509832,35.5932923,28801,2005,2005,370210001001058,37021000100
42 Biltmore Ave.,Asheville,Highland Brewing Co.,NC,MicroBrewery,-82.5507649221,35.5937385181,28801,2006,2009,370210001001067,37021000100
101 Fairview Road,Asheville,French Broad Brewing Co.,NC,MicroBrewery,-82.537479,35.566345,28801,2005,2005,370210020001023,37021002000
101 Fairview Rd.,Asheville,French Broad Brewing Co.,NC,MicroBrewery,-82.5358528329,35.5663249694,28801,2006,2015,370210020001023,37021002000
150 E. Business Park,Black Mountain,Pisgah Brewing Co.,NC,MicroBrewery,-82.3212302,35.6178951,28711,2005,2005,370210031044006,37021003104
150 Eastside Business Park,Black Mountain,Pisgah Brewing Co.,NC,MicroBrewery,-82.3582363129,35.608830384,28711,2006,2015,370210031043005,37021003104
204 East Main Street,Glen Alpine,Catawba Valley Brewing Co.,NC,MicroBrewery,-81.7756917,35.7286545,28628,2005,2005,370230203014065,37023020301
204 E. Main St.,Glen Alpine,Catawba Valley Brewing Co.,NC,MicroBrewery,-81.7762741276,35.7284746157,28628,2006,2007,370230203014068,37023020301
2828 W. Highway 70 ,Hickory,Olde Hickory Brewery,NC,MicroBrewery,-81.387373641,35.7212251161,28602,2006,2010,370350107003020,37035010700
2828 West Highway 70 ,Hickory,Olde Hickory Brewery,NC,MicroBrewery,-81.3870946,35.721546,28602,2005,2005,370350107003020,37035010700
311 N. Herritage St.,Kinston,Mother Earth Brewing Co.,NC,MicroBrewery,-77.582639,35.262668,28501,2012,2015,371070107002013,37107010700
311 N. Heritage St.,Kinston,Mother Earth Brewing Co.,NC,MicroBrewery,-77.582639,35.262668,28501,2010,2011,371070107002013,37107010700
9 North Front Street,Wilmington,Front Street Brewery,NC,BrewPub,-77.949088,34.235752,28401,2005,2005,371290113001044,37129011300
9 N. Front St.,Wilmington,Front Street Brewery,NC,BrewPub,-77.9489829539,34.2353501091,28401,2006,2015,371290113001044,37129011300
4150 Sycamore Dairy Rd.,Fayetteville,Mash House Restaurant & Brewery,NC,BrewPub,-78.9534250586,35.0693164208,28303,2006,2015,370510020011000,37051002001
4150 Sycamore Dairy Road,Fayetteville,Mash House Restaurant & Brewery,NC,BrewPub,-78.955151,35.070571,28303,2005,2005,370510020011000,37051002001
405 Hay Street,Fayetteville,Huske Hardware House Brewing Co.,NC,BrewPub,-78.8827816,35.0538193,28301,2005,2005,370510038002031,37051003800
405 Hay St.,Fayetteville,Huske Hardware House Brewing Co.,NC,BrewPub,-78.882747938,35.0539247871,28301,2006,2015,370510038002031,37051003800
215 Southside Dr.,Charlotte,Olde Mecklenburg Brewery,NC,MicroBrewery,-80.880483,35.185672,28217,2009,2015,371190038023031,37119003802
4150 Yancey Rd.,Charlotte,Olde Mecklenburg Brewery,NC,BrewPub,-80.881973,35.187442,28217,2015,2015,371190038023021,37119003802
521 University Center Blvd. ,Charlotte,Hops Restaurant and Brewery ,NC,BrewPub,-80.7551495821,35.3081574195,28213,2006,2008,371190055245004,37119005524
521 University Center Boulevard ,Charlotte,Hops Restaurant and Brewery ,NC,BrewPub,-80.7556471,35.3081343,28213,2005,2005,371190055245008,37119005524
2100 South Boulevard ,Charlotte,Southend Brewery & Smokehouse ,NC,BrewPub,-80.860978,35.208298,28203,2005,2005,371190034004000,37119003400
2100 South Blvd. ,Charlotte,Southend Brewery & Smokehouse ,NC,BrewPub,-80.860443077,35.2081970689,28203,2006,2008,371190034004000,37119003400
16815 Caldwell Creek Drive ,Huntersville,Hops Restaurant and Brewery ,NC,BrewPub,-80.867005,35.4427892,28078,2005,2005,371190062093059,37119006209
16815 Caldwell Creek Dr. ,Huntersville,Hops Restaurant and Brewery ,NC,BrewPub,-80.8670866379,35.4436920684,28078,2006,2008,371190062093059,37119006209
213 Water St.,Block Island,Mohegan Café & Brewery,RI,BrewPub,-71.5583131259,41.1726345182,2807,2006,2015,440090415001078,44009041500
213 Water Street,Block Island,Mohegan Café & Brewery,RI,BrewPub,-71.5567266,41.1721652,2807,2005,2005,440090415001001,44009041500
98 Horseneck Road ,Westport,Buzzard's Bay Brewing Company ,MA,MicroBrewery,-71.050277,41.5677219,2790,2005,2005,250056461041000,25005646104
98 Horseneck Rd. ,Westport,Buzzard's Bay Brewing Company ,MA,MicroBrewery,-71.0572552905,41.5715122147,2790,2006,2015,250056461041004,25005646104
701 Evans St.,Greenville,Ham's Restaurant & Brewhouse,NC,BrewPub,-77.3732783649,35.608417626,27834,2006,2010,371470001003051,37147000100
701 Evans Street,Greenville,Ham's Restaurant & Brewhouse,NC,BrewPub,-77.3731619,35.608278,27834,2005,2005,371470001003051,37147000100
4519 West Pine Street,Farmville,Duck-Rabbit Craft Brewery,NC,MicroBrewery,-77.5962962,35.6004028,27828,2005,2005,371470018001016,37147001800
4519 W. Pine St.,Farmville,Duck-Rabbit Craft Brewery,NC,MicroBrewery,-77.6099556072,35.6045549848,27828,2006,2015,371470018001020,37147001800
1249 Wicker Dr. ,Raleigh,Edenton Brewing Company ,NC,MicroBrewery,-78.6181794791,35.8099078002,27604,2006,2015,371830518001003,37183051800
1249 Wicker Drive ,Raleigh,Edenton Brewing Company ,NC,MicroBrewery,-78.617923,35.810418,27604,2005,2005,371830518001003,37183051800
505 W. Jones Street ,Raleigh,Southend Brewery & Smokehouse ,NC,BrewPub,-78.6463856,35.7825842,27603,2005,2005,371830501001060,37183050100
505 W. Jones St. ,Raleigh,Southend Brewery & Smokehouse ,NC,BrewPub,-78.6456699846,35.7823495908,27603,2006,2015,371830501001036,37183050100
214 E. Martin St. ,Raleigh,Greenshields Brewery & Pub ,NC,BrewPub,-78.6419515021,35.7767751701,27601,2006,2006,371830501001087,37183050100
214 East Martin Street ,Raleigh,Greenshields Brewery & Pub ,NC,BrewPub,-78.635986,35.776502,27601,2005,2005,371830501001102,37183050100
140 Thomas Mill Road ,Holly Springs,Carolina Brewing Company ,NC,MicroBrewery,-78.853892,35.655712,27540,2005,2005,371830532072031,37183053207
140 Thomas Mill Rd. ,Holly Springs,Carolina Brewing Company ,NC,MicroBrewery,-78.8528209978,35.6556196984,27540,2006,2015,371830532072060,37183053207
460 W. Franklin St.,Chapel Hill,Carolina Brewery,NC,BrewPub,-79.0612182036,35.9109435216,27516,2006,2015,371350117001004,37135011700
460 West Franklin Street,Chapel Hill,Carolina Brewery,NC,BrewPub,-79.0628267,35.9107497,27516,2005,2005,371350117001001,37135011700
100 E. Franklin St.,Chapel Hill,Top of the Hill Restaurant & Brewery,NC,BrewPub,-79.055718828,35.9130617014,27514,2006,2015,371350116011001,37135011601
100 East Franklin Street,Chapel Hill,Top of the Hill Restaurant & Brewery,NC,BrewPub,-79.0557599,35.9131291,27514,2005,2005,371350116011001,37135011601
714 Francis King Street,Greensboro,Red Oak Brew Pub,NC,BrewPub,-79.8900333,36.088034,27410,2005,2005,370810161023003,37081016102
714 Francis King St.,Greensboro,Red Oak Brew Pub,NC,BrewPub,-79.8898903886,36.0879833102,27410,2006,2008,370810161023003,37081016102
345 South Elm Street,Greensboro,Natty Greene's Pub & Brewing Co.,NC,BrewPub,-79.790336,36.068642,27401,2005,2005,370810108002063,37081010800
345 S. Elm St.,Greensboro,Natty Greene's Pub & Brewing Co.,NC,BrewPub,-79.7902070697,36.0692755416,27401,2006,2015,370810108002063,37081010800
1291 University Avenue,Morgantown,West Virginia Brewing Co.,WV,BrewPub,-79.9580337,39.6304798,26505,2005,2005,540610101022013,54061010102
1291 University Ave.,Morgantown,West Virginia Brewing Co.,WV,BrewPub,-79.9577434289,39.6306301935,26505,2006,2015,540610101022013,54061010102
1 Nelson Blvd.,Thomas,Mountain State Brewing Co.,WV,MicroBrewery,-79.4985176296,39.1422086409,26292,2010,2015,540939652001117,54093965200
Route 32 & Nelson Blvd.,Thomas,Mountain State Brewing Co.,WV,MicroBrewery,-79.4985176296,39.1422086409,26292,2007,2009,540939652001117,54093965200
912 William Ave. (at Thomas),Davis,Blackwater Brewing Co.,WV,BrewPub,-79.4722700222,39.1279800088,26260,2013,2015,540939653002213,54093965300
Williams Ave.,Davis,Blackwater Brewing Co.,WV,BrewPub,-79.46712,39.1283589,26260,2005,2005,540939653002158,54093965300
Thomas St. / Williams Ave.,Davis,Blackwater Brewing Co.,WV,BrewPub,-79.4722700222,39.1279800088,26260,2006,2012,540939653002213,54093965300
720 Main St.,Hyannis,Cape Cod Beer,MA,MicroBrewery,-70.294497,41.648354,2601,2005,2006,250010153002056,25001015300
1400 Main St.,Wheeling,River City Aleworks,WV,BrewPub,-80.7229274382,40.0654296108,26003,2006,2006,540690027001039,54069002700
1400 Main Street,Wheeling,River City Aleworks,WV,BrewPub,-80.7232398,40.0653945,26003,2005,2005,540690027001039,54069002700
5 Bartlett Farm Rd.,Nantucket,Cisco Brewers,MA,MicroBrewery,-70.1288564314,41.2600374775,2584,2006,2015,250199502004026,25019950200
5 Bartlett Farm Road,Nantucket,Cisco Brewers,MA,MicroBrewery,-70.131438,41.263609,2584,2005,2005,250199502004026,25019950200
30 Kennebec Ave.,Oak Bluffs,Offshore Ale Company,MA,BrewPub,-70.5574818073,41.4556318403,2557,2006,2015,250072002002042,25007200200
30 Kennebec Avenue,Oak Bluffs,Offshore Ale Company,MA,BrewPub,-70.5575531,41.4558749,2557,2005,2005,250072002002042,25007200200
3500 Emerson Avenue,Parkersburg,North End Tavern,WV,BrewPub,-81.5329679,39.2874672,25321,2005,2005,541070003001010,54107000300
3500 Emerson Ave.,Parkersburg,North End Tavern,WV,BrewPub,-81.5328337574,39.2872659304,25321,2006,2015,541070003001009,54107000300
256 Moody Street ,Waltham,Watch City Brewing Co.,MA,BrewPub,-71.2364457,42.3717819,2453,2005,2005,250173685001002,25017368500
256 Moody St. ,Waltham,Watch City Brewing Co.,MA,BrewPub,-71.2366039279,42.3718724396,2453,2006,2014,250173685001002,25017368500
2353 Olinger Rd.,Blacksburg,New River Brewing,VA,MicroBrewery,-80.4965079055,37.2246406931,24060,2006,2014,511210212003005,51121021200
2353 Olinger Road,Blacksburg,New River Brewing,VA,MicroBrewery,-80.5007,37.2264,24060,2005,2005,511210212003006,51121021200
2002 Dabney St.,Richmond,Mobjack Brewing Co.,VA,MicroBrewery,-77.4823003349,37.5757835442,23230,2006,2006,510872005022088,51087200502
2002 Dabney Street,Richmond,Mobjack Brewing Co.,VA,MicroBrewery,-77.4827547,37.5769517,23230,2005,2005,510872005022080,51087200502
321 W 7th Street,Richmond,Legend Brewing Co.,VA,BrewPub,-77.4429803,37.5266679,23224,2005,2005,517600610002038,51760061000
321 W 7th St.,Richmond,Legend Brewing Co.,VA,BrewPub,-77.4425475863,37.5261336882,23224,2006,2015,517600610002038,51760061000
1214 East Cary Street,Richmond,Richbrau Brewing Co. & Restaurant,VA,BrewPub,-77.43382,37.53562,23219,2005,2005,517600305001091,51760030500
1214 E. Cary St.,Richmond,Richbrau Brewing Co. & Restaurant,VA,BrewPub,-77.4341082006,37.535735779,23219,2006,2010,517600305001091,51760030500
189 Ewell Rd.,Williamsburg,Williamsburg Brewing Co.,VA,MicroBrewery,-76.7324996716,37.3207779258,23188,2006,2015,511990510003028,51199051000
189 Ewell Road,Williamsburg,Williamsburg Brewing Co.,VA,MicroBrewery,-76.7331616,37.321071,23188,2005,2005,511990510003028,51199051000
1110 Alverser Dr.,Midlothian,Extra Billy's Smokehouse Brewery,VA,BrewPub,-77.617996955,37.5063623294,23113,2006,2015,510411009152036,51041100915
1110 Alverser Drive,Midlothian,Extra Billy's Smokehouse Brewery,VA,BrewPub,-77.6184679,37.5072168,23113,2005,2005,510411009152036,51041100915
1280 Belmont Street,Brockton,Owen O'Leary's,MA,BrewPub,-71.0668052,42.0585565,2301,2005,2005,250235117022024,25023511702
1280 Belmont St.,Brockton,Owen O'Leary's,MA,BrewPub,-71.0678001275,42.0583040974,2301,2006,2015,250235117022024,25023511702
709 W. Main St.,Charlottesville,Starr Hill Restaurant & Brewery,VA,BrewPub,-78.4898204248,38.0314467081,22903,2006,2007,515400010001055,51540001000
106 South Street,Charlottesville,South Street Brewery,VA,BrewPub,-78.482705,38.029328,22902,2005,2005,515400010001048,51540001000
106 W. South St.,Charlottesville,South Street Brewery,VA,BrewPub,-78.4820943871,38.029242174,22902,2006,2015,515400010001057,51540001000
709 West Main Street,Charlottesville,Starr Hill Restaurant & Brewery,VA,BrewPub,-78.489959,38.031769,22901,2005,2005,515400010001054,51540001000
536-590 North Cameron St.,Winchester,Virginia Brewing Co.,VA,MicroBrewery,-78.161081,39.191482,22601,2008,2008,518400001001012,51840000100
574-580 N. Cameron St.,Winchester,Virginia Brewing Co.,VA,MicroBrewery,-78.161081,39.191482,22601,2009,2010,518400001001012,51840000100
3321 Dill Smith Dr.,Fredericksburg,Blue & Gray Brewing Co.,VA,MicroBrewery,-77.4475968431,38.2807185376,22408,2009,2009,511770202011015,51177020201
3321 Dill Smith Dr.,Fredricksburg,Blue and Gray Brewing Co.,VA,MicroBrewery,-77.4475968431,38.2807185376,22408,2006,2008,511770202011015,51177020201
3321 Dill Smith Drive,Fredricksburg,Blue and Gray Brewing Co.,VA,MicroBrewery,-77.4484212,38.280041,22408,2005,2005,511770202011018,51177020201
3300 Dill Smith Dr.,Fredericksburg,Blue & Gray Brewing Co.,VA,MicroBrewery,-77.446589,38.280399,22408,2010,2015,511770202011018,51177020201
652 S. Pickett St. ,Alexandria,Shenandoah Brewing Company ,VA,BrewPub,-77.1327250784,38.8048127761,22304,2006,2011,515102004052001,51510200405
652 South Pickett Street ,Alexandria,Shenandoah Brewing Company ,VA,BrewPub,-77.132142,38.804162,22304,2005,2005,515102004055004,51510200405
2700 South Quincy Street ,Arlington,Capitol City Brewing Co.,VA,BrewPub,-77.086975,38.8410733,22206,2005,2005,510131029021001,51013102902
2700 S. Quincy St. ,Arlington,Capitol City Brewing Co.,VA,BrewPub,-77.0865989712,38.842084818,22206,2006,2015,510131029021000,51013102902
61 Brookline Avenue ,Boston,Boston Beer Works ,MA,BrewPub,-71.0991449,42.347204,2215,2005,2005,250250102043000,25025010204
61 Brookline Ave. ,Boston,Boston Beer Works ,MA,BrewPub,-71.0992882261,42.3469248297,2215,2006,2015,250250102043000,25025010204
250 Granite St. ,Braintree,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0278178048,42.2208518315,2184,2006,2009,250214191001067,25021419100
250 Granite Street ,Braintree,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0265734,42.2215767,2184,2005,2005,250214191001045,25021419100
4607 Wedgewood Boulevard,Frederick,Frederick Brewing Co.,MD,MicroBrewery,-77.426454,39.362696,21703,2005,2005,240217523012022,24021752301
4607 Wedgewood Blvd.,Frederick,Frederick Brewing Co.,MD,MicroBrewery,-77.425701325,39.3606051084,21703,2006,2015,240217523012013,24021752301
124 N. Market St.,Frederick,Brewer's Alley Restaurant & Brewery,MD,BrewPub,-77.4105751074,39.4154887497,21702,2006,2015,240217502002011,24021750200
124 N. Market Street,Frederick,Brewer's Alley Restaurant & Brewery,MD,BrewPub,-77.4105232,39.4160744,21702,2005,2005,240217502002011,24021750200
75 Visitors Center Dr.,McHenry,Deep Creek Brewing Co. Restaurant & Pub,MD,BrewPub,-79.3591950207,39.5620094043,21541,2006,2007,240230005002058,24023000500
75 Visitor Center Dr.,McHenry,Deep Creek Brewing Co. Restaurant & Pub,MD,BrewPub,-79.358667,39.5609759,21541,2005,2005,240230005002063,24023000500
33 West St. ,Annapolis,Rams Head Tavern,MD,BrewPub,-76.4948326641,38.9782206303,21401,2006,2015,240037061011008,24003706101
33 West Street ,Annapolis,Rams Head Tavern,MD,BrewPub,-76.4944801,38.9782264,21401,2005,2005,240037061011008,24003706101
8149 Honeygo Blvd. ,Baltimore,Red Brick Station Restaurant & Brewpub,MD,BrewPub,-76.46635406,39.3719141061,21236,2006,2007,240054406001087,24005440600
8149 Honeygo Blvd. ,White Marsh,Red Brick Station Restaurant & Brewpub,MD,BrewPub,-76.464152,39.372018,21236,2008,2015,240054406001097,24005440600
32-36 E. Cross Street ,Baltimore,Ryleigh's Brew Pub and Raw Bar,MD,BrewPub,-76.6131757,39.2770983,21230,2005,2005,245102302001007,24510230200
32 E. Cross St. ,Baltimore,Ryleigh's Brew Pub and Raw Bar,MD,BrewPub,-76.6131561614,39.2771190291,21230,2006,2007,245102302001007,24510230200
3105 St. Paul Street ,Baltimore,Rocky Run Tap & Grill ,MD,BrewPub,-76.6155555,39.3260572,21218,2005,2005,245101202024003,24510120202
3105 St. Paul St. ,Baltimore,Rocky Run Tap & Grill ,MD,BrewPub,-76.615607088,39.3260911931,21218,2006,2010,245101202024003,24510120202
1106 N. Charles St. ,Baltimore,Brewer's Art ,MD,BrewPub,-76.6162746446,39.3024973332,21201,2006,2015,245101102001034,24510110200
1106 N. Charles Street ,Baltimore,Brewer's Art ,MD,BrewPub,-76.6163692,39.3027476,21201,2005,2005,245101102001034,24510110200
115 Stuart St. ,Boston,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0659681739,42.3511774244,2116,2006,2015,250250702003000,25025070200
115 Stuart Street ,Boston,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0653801,42.3514083,2116,2005,2005,250250702003000,25025070200
4 W. Main Street,Westminster,Johansson's Dining House,MD,BrewPub,-76.9956983,39.5755009,21157,2005,2005,240135076013068,24013507601
4 W. Main St.,Westminster,Johansson's Dining House,MD,BrewPub,-76.9961305509,39.5756550648,21157,2006,2015,240135076013068,24013507601
16 Bel Air S. Parkway ,Bel Air,DuClaw Brewing Company ,MD,BrewPub,-76.3299840688,39.496894071,21015,2006,2006,240253012022003,24025301202
16 Bel Air South Parkway ,Bel Air,DuClaw Brewing Company ,MD,BrewPub,-76.3312054,39.4963747,21015,2005,2015,240253012022003,24025301202
227 E. Diamond Avenue ,Gaithersburg,Summit Station Restaurant & Brewery ,MD,BrewPub,-77.193618,39.141983,20877,2005,2005,240317007231016,24031700723
227 E. Diamond Ave. ,Gaithersburg,Summit Station Restaurant & Brewery ,MD,BrewPub,-77.1945527493,39.141872301,20877,2006,2015,240317007231016,24031700723
6404 Redwing Road ,Bethesda,Tupper's Hop Pocket Brewing Company ,MD,MicroBrewery,-77.127261,38.973455,20817,2005,2005,240317059021004,24031705902
6404 Redwing Rd. ,Bethesda,Tupper's Hop Pocket Brewing Company ,MD,MicroBrewery,-77.1273465304,38.973441206,20817,2006,2006,240317059021004,24031705902
7900 Norfolk Ave. ,Bethesda,Rock Bottom Restaurant & Brewery ,MD,BrewPub,-77.0974891072,38.9886132916,20814,2006,2015,240317048062006,24031704806
7900 Norfolk Avenue ,Bethesda,Rock Bottom Restaurant & Brewery ,MD,BrewPub,-77.0976627,38.9888493,20814,2005,2005,240317048062005,24031704806
5121 Baltimore Avenue,Hyattsville,Franklin's Restaurant Brewery & General Store,MD,BrewPub,-76.9404479,38.952638,20781,2005,2005,240338063001015,24033806300
5121 Baltimore Ave.,Hyattsville,Franklin's Restaurant Brewery & General Store,MD,BrewPub,-76.9401627803,38.9528080952,20781,2006,2015,240338063001015,24033806300
8600 Foundry St. ,Savage,Rams Head Tavern ,MD,BrewPub,-76.8252895735,39.1366390867,20763,2006,2015,240276069051006,24027606905
8600 Foundry Street ,Savage,Rams Head Tavern ,MD,BrewPub,-76.8252079,39.135403,20763,2005,2005,240276069051006,24027606905
4000 Towne Centre Blvd,Bowie,DuClaw Brewing Company ,MD,BrewPub,-76.733812,38.945017,20716,2005,2005,240338005162005,24033800516
4000 Town Centre Blvd,Bowie,DuClaw Brewing Company ,MD,BrewPub,-76.7341804504,38.9453083064,20716,2006,2015,240338005162005,24033800516
13200 Dowell Rd.,Dowell,Ruddy Duck Brewery & Grill,MD,BrewPub,-76.456219,38.34938,20688,2015,2015,240098609003005,24009860900
13200 Dowell Rd.,Solomons,Ruddy Duck Brewery & Grill,MD,BrewPub,-76.456219,38.34938,20688,2010,2014,240098609003005,24009860900
43271 Spinks Ferry Rd.,Leesburg,Barnhouse Brewery,VA,Brewery,-77.4967099,39.204473,20176,2015,2015,511076103002032,51107610300
13840 Barnhouse Pl,Leesburg,Barnhouse Brewery,VA,MicroBrewery,-77.551388,39.23362,20176,2013,2014,511076103001021,51107610300
44633 Guilford Drive,Ashburn,Old Dominion Brewing Co.,VA,BrewPub,-77.457658,39.021872,20147,2005,2005,511076110061011,51107611006
44633 Guilford Dr.,Ashburn,Old Dominion Brewing Co.,VA,BrewPub,-77.4567388269,39.0204273048,20147,2006,2008,511076110061011,51107611006
"900 F Street, NW  ",Washington,Gordon Biersch Brewery Restaurant ,DC,BrewPub,-77.0243744,38.8971064,20004,2005,2005,110010058001023,11001005800
"900 F St., NW  ",Washington,Gordon Biersch Brewery Restaurant ,DC,BrewPub,-77.024160024,38.8968729413,20004,2006,2015,110010058001023,11001005800
320 Rehoboth Avenue ,Rehoboth Beach,Dogfish Head Brewings and Eats,DE,BrewPub,-75.0870507,38.7151874,19971,2005,2005,100050511022002,10005051102
320 Rehoboth Ave. ,Rehoboth Beach,Dogfish Head Brewings and Eats,DE,BrewPub,-75.0855187333,38.715510789,19971,2006,2015,100050511022002,10005051102
1284 McD Dr.,Dover,Fordham Brewing Co.,DE,MicroBrewery,-75.4903499379,39.1535163774,19901,2006,2015,100010410002016,10001041000
1284 McD Drive,Dover,Fordham Brewing Co.,DE,MicroBrewery,-75.4883578,39.1540069,19901,2005,2005,100010410002016,10001041000
710 South Madison Street,Wilmington,Iron Hill Brewery & Restaurant ,DE,BrewPub,-75.5623974,39.7348436,19801,2005,2005,100030027001017,10003002700
710 S. Madison St.,Wilmington,Iron Hill Brewery & Restaurant ,DE,BrewPub,-75.5618570894,39.7365630773,19801,2006,2015,100030027001017,10003002700
147 E. Main St. ,Newark,Iron Hill Brewery & Restaurant ,DE,BrewPub,-75.7469950766,39.6832338479,19711,2006,2015,100030145022000,10003014502
147 East Main Street ,Newark,Iron Hill Brewery & Restaurant ,DE,BrewPub,-75.746771,39.6832925,19711,2005,2005,100030145022000,10003014502
278 Derby Street ,Salem,Salem Beer Works ,MA,BrewPub,-70.8911309,42.5205425,1970,2005,2005,250092043001016,25009204300
278 Derby St. ,Salem,Salem Beer Works ,MA,BrewPub,-70.8912586489,42.5205198266,1970,2006,2015,250092043001016,25009204300
545 Canal Street,Reading,Legacy Brewing Co.,PA,MicroBrewery,-75.9282624,40.3256377,19602,2005,2005,420110023002022,42011002300
545 Canal St.,Reading,Legacy Brewing Co.,PA,MicroBrewery,-75.9281415487,40.3255903086,19602,2006,2010,420110023002022,42011002300
272 W. Main St.,Kutztown,Kutztown Tavern/Golden Avalanche Brewing,PA,BrewPub,-75.777880821,40.5164308712,19530,2006,2015,420110140003005,42011014000
272 West Main Street,Kutztown,Kutztown Tavern/Golden Avalanche Brewing,PA,BrewPub,-75.7781007,40.5161997,19530,2005,2005,420110140003005,42011014000
312 Lewis Rd.,Royersford,Sly Fox Brewhouse & Eatery,PA,BrewPub,-75.5340432,40.1943262,19468,2005,2005,420912086042008,42091208604
312 N. Lewis Rd.,Royersford,Sly Fox Brewhouse & Eatery,PA,BrewPub,-75.5339440848,40.1940169921,19468,2006,2012,420912086042019,42091208604
Pikeland Village Square,Phoenixville,Sly Fox Brewhouse & Eatery,PA,BrewPub,-75.547079,40.131951,19460,2005,2005,420293010004003,42029301000
520 Kimberton Rd.,Phoenixville,Sly Fox Brewhouse & Eatery,PA,BrewPub,-75.54713,40.129636,19460,2013,2015,420293010004003,42029301000
